ID	Length	Number	Class	Domain
DR0187962	1092	398	LINE/L2	0
rnd-5_family-753	357	395	Unknown	0
rnd-1_family-155	345	394	LINE/L1	0
DR0187895	4100	394	LINE/L1	0
DR0187828	140	392	DNA/CMC-EnSpm	0
rnd-6_family-563	509	390	Unknown	0
DF0001012	579	387	LTR/ERVL-MaLR	0
rnd-1_family-122	111	386	LINE/L1	0
DF0001035	464	383	LTR/ERVL	0
DR0187914	2614	382	LINE/L1	1
rnd-6_family-3249	530	374	LTR/ERVK	0
rnd-6_family-236	477	373	Unknown	0
DF0000416	456	373	LTR/ERVL	0
DF0000789	338	372	DNA/TcMar-Tigger	0
DF0000069	3947	370	DNA/hAT-Tip100	2
rnd-6_family-3240	494	369	Unknown	0
rnd-1_family-372	97	368	Unknown	0
rnd-6_family-2310	585	365	SINE/tRNA	0
rnd-1_family-39	268	365	SINE/tRNA	0
DR0188030	3594	365	LINE/L1	2
DR0187794	318	365	DNA/CMC-EnSpm	0
rnd-6_family-1382	758	364	LTR/ERV1	0
rnd-5_family-500	468	363	LTR/ERVL-MaLR	0
DR0188057	398	360	Unknown	0
DF0000306	941	360	LINE/L1	0
rnd-5_family-456	365	357	Unknown	0
rnd-1_family-90	55	357	SINE/tRNA	0
rnd-6_family-725	1330	355	Unknown	0
rnd-1_family-315	292	353	LINE/L1	0
rnd-1_family-225	324	353	LTR/ERVK	0
DF0000893	210	352	DNA/hAT-Tip100	0
rnd-6_family-3521	253	351	Unknown	0
DR0187925	681	351	DNA/CMC-EnSpm	0
DR0187826	361	350	LTR/ERV1	0
DR0187808	4089	350	LINE/L1	2
DF0000826	771	345	DNA/TcMar-Tigger	2
rnd-1_family-267	376	344	Unknown	0
DF0001123	4079	344	DNA/hAT-Tip100	2
DF0000022	523	344	DNA/hAT-Charlie	0
rnd-6_family-3835	500	343	LTR/ERV1	0
DF0000415	451	343	LTR/ERVL	0
DF0000155	2421	342	LINE/L1	2
rnd-6_family-11498	355	340	Unknown	0
rnd-6_family-2127	2609	338	Unknown	2
DR0187880	476	338	LTR/ERV1	0
rnd-1_family-316	235	334	LINE/L1	0
DF0001215	516	332	LINE/L2	0
DF0000992	426	332	DNA/TcMar-Tigger	0
rnd-5_family-1653	293	330	SINE/MIR	0
DR0187957	161	330	LINE/L2	0
DF0000414	438	329	LTR/ERVL	0
DF0000118	5757	327	LTR/ERVL	6
rnd-5_family-2530	418	326	LTR/ERV1	0
DF0000925	558	326	LTR/ERVL	0
DF0000828	715	326	DNA/TcMar-Tigger	0
rnd-6_family-4276	1395	321	SINE/tRNA	0
rnd-6_family-2579	212	321	Unknown	0
rnd-1_family-305	58	321	DNA/TcMar-Mariner	0
rnd-6_family-848	68	317	Unknown	0
DR0187943	1790	317	LINE/L1	2
DR0187737	336	315	LTR/ERVL-MaLR	0
DF0000025	508	313	DNA/hAT-Charlie	0
rnd-1_family-196	667	312	LTR/ERVK	0
DR0187977	326	312	DNA/hAT-Charlie	0
rnd-6_family-974	67	311	Unknown	0
rnd-6_family-2404	317	311	Unknown	0
rnd-5_family-654	2198	310	LTR/ERVK	2
rnd-6_family-726	1280	309	Unknown	0
rnd-6_family-1696	457	308	Unknown	0
rnd-6_family-6229	568	307	Unknown	0
rnd-5_family-370	170	307	DNA/hAT-Charlie	0
rnd-5_family-287	226	307	LTR/ERVK	0
rnd-6_family-1039	99	306	DNA/hAT-Charlie	0
rnd-6_family-2226	976	302	LTR/ERVK	1
DR0187821	1369	302	LINE/L1	0
DF0000246	2579	302	LINE/L1	3
rnd-1_family-164	233	301	LTR/ERVK	0
rnd-1_family-28	122	300	SINE/tRNA	0
DF0000313	2212	299	LINE/L1	2
DR0187842	3832	298	LINE/L1	1
rnd-6_family-3252	517	295	Unknown	0
rnd-6_family-73	714	294	Unknown	0
DR0188076	327	293	LINE/L2	0
rnd-1_family-171	172	292	LTR/ERVK	0
rnd-6_family-7266	518	291	Unknown	0
rnd-1_family-360	67	291	SINE/tRNA	0
rnd-1_family-179	94	290	Unknown	0
DF0000500	468	289	LTR/ERV1	0
DF0000779	586	288	DNA/TcMar-Mariner	0
DR0188016	4673	286	LINE/L1	4
DR0187980	894	286	LTR/ERVL	0
DR0187758	382	286	DNA/TcMar-Tigger	0
rnd-1_family-245	484	284	LTR/ERVK	0
DR0187743	388	283	DNA	0
rnd-6_family-184	503	282	Unknown	0
rnd-1_family-117	209	281	LINE/L1	0
DR0187742	2292	281	DNA/hAT-Charlie	0
rnd-6_family-924	414	279	Unknown	0
rnd-5_family-1731	194	277	LTR/ERVL-MaLR	0
DR0187845	469	276	LTR/ERV1	0
rnd-6_family-4028	177	275	Unknown	0
rnd-6_family-2703	457	275	LTR/ERV1	0
DF0000071	1225	275	DNA/hAT-Tip100	0
rnd-1_family-151	113	274	Unknown	0
DF0000786	1040	274	DNA/hAT-Tip100	0
DF0000247	2656	274	LINE/L1	3
DR0187963	5308	273	LTR/ERV1	1
DF0001021	1387	273	LTR/ERVL-MaLR	0
DF0000012	121	273	rRNA	0
rnd-6_family-821	447	272	Unknown	0
rnd-1_family-378	63	271	Unknown	0
DR0187761	654	271	Unknown	0
DF0000947	559	271	LTR/ERV1	0
DF0000909	711	271	LTR/ERV1	0
DF0000074	2969	271	DNA/hAT-Blackjack	0
DF0000019	2861	271	DNA/hAT-Charlie	0
DF0001025	562	270	LTR/ERVL-MaLR	0
DF0000251	2515	270	LINE/L1	2
rnd-6_family-8771	664	269	Unknown	0
rnd-6_family-36	270	267	LINE/L1	0
DF0001276	3700	267	DNA/hAT-Tip100	2
DF0000107	2457	267	DNA/hAT-Charlie	1
rnd-6_family-2947	423	266	Unknown	0
DF0001011	1489	266	LTR/ERVL-MaLR	0
DF0000499	426	265	LTR/ERV1	0
rnd-6_family-243	603	264	Unknown	0
DR0187891	1442	264	LINE/L1	0
DF0000749	571	264	LTR/ERV1	0
rnd-6_family-730	1834	263	LINE/L1	0
rnd-1_family-89	60	263	SINE/tRNA	0
DR0188062	1573	262	LINE/L1	0
DR0187999	2438	262	DNA/TcMar-Tigger	3
DF0000696	330	262	DNA/hAT-Charlie	0
DF0000995	849	261	LTR	0
rnd-6_family-1555	124	259	Unknown	0
rnd-1_family-169	382	259	LTR/ERVK	0
DR0187809	405	259	LTR/ERVL-MaLR	0
DF0000566	620	258	LTR/ERVL	0
DF0000719	401	257	DNA/hAT	0
rnd-6_family-3175	680	253	LTR/ERVK	0
DR0187779	12040	253	LINE/L1	8
DR0188070	150	251	LINE/L2	0
rnd-6_family-4519	356	250	Unknown	0
DR0187983	537	250	DNA/TcMar-Tigger	0
rnd-5_family-634	204	249	SINE/MIR	0
DR0187979	4665	249	LTR/ERVL	7
DF0000713	197	248	DNA/hAT-Charlie	0
DF0001038	663	246	LTR/ERVL	0
DF0000963	417	246	DNA/hAT-Tip100	0
rnd-6_family-3486	535	245	Unknown	1
DF0000026	167	245	DNA/hAT-Charlie	0
rnd-1_family-240	271	244	LINE/L1	0
DR0187729	360	242	DNA/TcMar-Tigger	0
DF0001304	4166	241	LTR/Gypsy	4
rnd-6_family-3192	281	240	DNA/TcMar-Tigger	0
rnd-1_family-338	118	240	Unknown	0
DR0187903	304	240	LTR/ERV1	0
DF0000284	1536	240	LINE/L1	0
DR0188095	2274	239	DNA/TcMar-Tigger	1
rnd-6_family-4981	998	238	LTR/ERVL	0
DR0187989	523	238	LINE/L2	0
rnd-6_family-10395	534	237	Unknown	0
rnd-1_family-134	229	237	LINE/L1	0
DF0000894	436	236	DNA/hAT-Tip100	0
DF0000513	519	236	LTR/ERVL	0
DF0001149	3812	235	LINE/RTE-BovB	2
DR0188025	610	234	DNA/TcMar-Tigger	0
DR0187789	534	233	LTR/ERVL-MaLR	0
rnd-1_family-350	652	232	LTR/ERVK	0
DR0187931	528	232	LTR/ERVL	0
DF0000201	5530	231	LTR/ERVL	3
DR0187956	6171	230	Unknown	6
rnd-1_family-386	239	229	LTR/ERVL	0
rnd-5_family-2258	173	228	Unknown	0
DF0000417	495	228	LTR/ERVL	0
rnd-6_family-2415	398	225	Unknown	0
rnd-1_family-242	144	225	LINE/L1	0
DR0187806	122	225	DNA/CMC-EnSpm	0
DF0000067	575	225	SINE/5S-Deu-L2	0
DF0000959	134	224	DNA/hAT-Blackjack	0
rnd-1_family-37	81	223	SINE/tRNA	0
DF0000874	215	223	DNA/hAT-Charlie	0
rnd-6_family-2688	293	221	Unknown	0
DR0188100	5663	221	LINE/L1	0
rnd-6_family-2067	540	219	Unknown	0
rnd-1_family-381	144	216	Unknown	0
rnd-1_family-145	90	215	SINE/tRNA	0
rnd-6_family-87	49	214	Unknown	0
rnd-5_family-91	205	214	DNA/hAT-Charlie	0
rnd-5_family-200	936	214	LTR/ERVK	0
DR0188077	533	214	LINE/L2	0
DF0000750	587	214	LTR/ERV1	0
DF0000709	261	214	DNA/hAT-Charlie	0
rnd-1_family-278	100	213	Unknown	0
rnd-6_family-1413	1010	212	SINE/tRNA	0
DF0000912	564	212	LTR/ERVL	0
rnd-6_family-6968	342	211	Unknown	0
rnd-6_family-519	1256	210	Unknown	2
DF0000490	520	210	LTR/ERVL	0
DF0000701	181	208	DNA/TcMar-Tc2	0
DF0000363	1206	208	LINE/CR1	0
DR0187883	289	207	LINE/L2	0
DR0187867	365	207	LTR/ERVL-MaLR	0
DR0187792	3973	207	LINE/L1	0
DF0001016	1409	207	LTR/ERVL-MaLR	0
DR0188094	461	206	LINE/L2	0
DF0000835	323	206	DNA/TcMar-Tigger	0
rnd-6_family-1472	1388	205	LTR/ERV1	2
DR0187856	682	205	LTR/ERVL	0
DR0187835	467	205	LTR/ERVL-MaLR	0
DF0001165	325	205	DNA/TcMar-Tigger	0
DF0000501	4060	204	LTR/ERV1	0
rnd-6_family-357	192	203	LINE/L2	0
DF0001172	2747	203	DNA/hAT-Ac	2
DF0001125	2624	201	DNA/hAT-Tip100	1
DF0000288	1069	201	LINE/L1	0
rnd-6_family-186	612	198	Unknown	0
DF0000583	1304	197	LTR/ERV1	0
rnd-6_family-2696	525	196	LTR/Gypsy	1
rnd-1_family-313	129	194	Unknown	0
DF0000291	1422	194	LINE/L1	0
rnd-1_family-309	690	193	LTR/ERVL	0
rnd-1_family-282	556	193	LTR/ERVK	0
DR0187916	435	193	DNA/hAT-Blackjack	0
DF0000936	114	193	DNA/hAT-Blackjack	0
rnd-6_family-3972	324	192	Unknown	0
DR0188099	461	192	SINE/MIR	0
DR0187927	236	192	SINE/MIR	0
rnd-6_family-2432	384	191	LTR/ERV1	0
rnd-6_family-2364	276	191	DNA/hAT-Charlie	0
DF0001026	542	191	LTR/ERVL-MaLR	0
DF0000697	341	191	DNA/hAT-Charlie	0
DF0000491	531	191	LTR/ERVL	0
DR0187869	5134	190	LTR/ERVL	4
DR0187815	4559	190	LINE/L1	3
DF0000772	5035	190	rRNA	0
DR0187878	491	189	LTR/ERVL	0
DF0000950	614	189	LTR/ERV1	0
DF0000910	514	189	LTR/ERV1	0
DF0000716	583	189	DNA/hAT-Charlie	0
rnd-1_family-255	57	188	Unknown	0
DF0000109	2420	188	DNA/hAT-Charlie	2
DF0001293	3469	187	DNA/hAT-Tag1	2
DR0187858	313	186	LINE/L1	0
DF0000224	887	186	DNA/TcMar-Tc2	1
rnd-6_family-667	306	185	Unknown	0
rnd-1_family-97	929	183	LINE/L1	0
rnd-1_family-200	328	183	LTR/ERVK	0
rnd-6_family-3559	1455	182	Unknown	0
rnd-1_family-335	201	182	LINE/L1	0
DF0000018	2781	182	DNA/hAT-Charlie	0
DR0187773	429	181	LTR/ERVL-MaLR	0
DF0000949	575	181	LTR/ERV1	0
DF0000933	604	181	LTR/ERVL	0
rnd-6_family-2494	1697	179	LTR/ERVL-MaLR	1
rnd-1_family-114	56	179	SINE/tRNA	0
rnd-6_family-5607	1319	178	SINE/tRNA	0
DR0187910	501	178	LTR/ERV1	0
rnd-6_family-2601	724	177	Unknown	1
rnd-4_family-576	321	177	LINE/L1	0
DF0000926	622	177	LTR/ERVL	0
DF0001132	1371	176	LTR/ERVL-MaLR	0
rnd-1_family-208	1210	174	LTR/ERVK	0
DR0187923	2027	174	LINE/L1	2
DF0000996	290	174	SINE/tRNA-RTE	0
rnd-6_family-5311	592	173	SINE/tRNA	0
rnd-1_family-382	355	173	LTR/ERV1	1
DF0000585	527	173	LTR/ERVL	0
rnd-1_family-182	776	172	LINE/L1	0
DF0000278	2555	172	LINE/L1	2
rnd-5_family-1728	1238	171	LINE/RTE-BovB	2
rnd-1_family-303	67	171	LINE/L1	0
rnd-1_family-265	77	171	Unknown	0
DF0000515	462	171	LTR/ERVL	0
rnd-6_family-801	1278	170	Unknown	0
DR0187918	431	170	LTR/ERVL-MaLR	0
DF0000732	228	169	DNA	0
DF0000110	2204	169	LINE/CR1	1
DR0187834	312	168	DNA/hAT	0
DF0000854	624	168	DNA/TcMar-Tigger	0
DF0000958	5218	167	LTR/ERV1	0
DF0000832	1073	165	DNA/TcMar-Tigger	2
rnd-6_family-3447	337	164	Unknown	0
DR0188046	839	163	LINE/L1	0
rnd-6_family-668	311	162	LTR/ERVL	0
rnd-6_family-414	205	162	DNA/hAT-Tip100	0
rnd-1_family-220	63	162	SINE/tRNA	0
DR0187783	2361	161	LTR/ERVL	1
DF0000702	203	161	DNA/hAT-Charlie	0
DF0000016	320	161	SINE/Alu	0
rnd-1_family-33	99	160	SINE/tRNA	0
DR0187767	893	160	LINE/L2	0
DF0000102	2524	160	DNA/hAT-Charlie	0
DF0000081	2822	160	DNA/hAT-Charlie	0
rnd-6_family-1594	2078	159	LINE/L1	0
DF0000249	2500	159	LINE/L1	3
DR0188042	1330	158	LINE/L1	0
DF0000419	480	158	LTR/ERVL	0
DF0000090	1061	158	DNA/hAT-Charlie	0
rnd-1_family-375	112	157	Unknown	0
DR0188036	6850	157	LTR/ERV1	0
DF0000879	313	157	DNA/hAT-Charlie	0
DF0000368	459	157	SINE/tRNA	0
DF0000096	386	157	DNA/hAT-Charlie	0
rnd-6_family-376	321	156	LINE/L1	0
DR0187868	335	156	LTR/ERV1	0
rnd-6_family-2843	519	155	Unknown	2
rnd-6_family-1905	560	155	LTR/ERV1	1
rnd-1_family-262	109	155	LTR/ERVK	0
rnd-6_family-4651	43	153	Satellite	0
DF0000517	768	153	LTR/ERVL	0
DF0001176	1194	152	DNA/hAT-Charlie	1
DF0000780	693	152	DNA/hAT-Tip100	0
DF0000727	215	152	DNA	0
DR0187830	279	151	Unknown	0
DR0187787	1092	151	Unknown	3
rnd-6_family-2202	627	149	DNA/TcMar-Tigger	0
DF0000598	872	149	LTR/ERVL	0
DF0000312	2235	149	LINE/L1	2
rnd-6_family-7081	309	148	Unknown	0
rnd-1_family-341	1416	148	LTR/ERVK	1
DF0000493	629	148	LTR/ERVL	0
rnd-6_family-881	771	147	Satellite	0
DR0188083	2610	147	Unknown	0
DF0000095	342	147	DNA/hAT-Charlie	0
rnd-1_family-34	108	146	SINE/tRNA	0
rnd-1_family-247	265	146	LTR/ERVK	0
DF0000698	331	146	DNA/hAT-Charlie	0
DR0188072	568	145	LTR/ERVL-MaLR	0
DR0187946	349	145	LTR/ERVL-MaLR	0
DR0187840	5513	145	LINE/L1	5
DF0000418	463	145	LTR/ERVL	0
rnd-1_family-216	334	144	LTR/ERVK	0
DR0188040	327	144	LINE/L1	0
DR0188011	1397	144	DNA/hAT-Charlie	0
DF0000516	465	143	LTR/ERVL	0
DF0000028	957	143	DNA/TcMar-Tigger	0
rnd-1_family-274	163	142	LTR/ERVK	0
rnd-1_family-251	504	142	LTR/ERVK	1
rnd-6_family-2406	653	141	LTR/ERVK	0
rnd-6_family-2118	179	141	Unknown	0
DF0000721	397	141	DNA	0
DF0000708	1059	141	DNA/hAT-Charlie	0
DF0000541	795	141	LTR/ERVL	0
rnd-6_family-509	520	140	Unknown	2
rnd-6_family-2889	286	140	Unknown	0
DR0187776	483	140	LTR/ERV1	0
DF0000222	729	140	DNA/TcMar-Tc2	1
DR0188020	2326	139	LINE/L1	0
DF0000834	852	139	DNA/TcMar-Tigger	0
DF0000787	953	139	DNA/hAT-Tip100	0
DR0187935	1088	137	LINE/L1	1
DR0187746	125	137	DNA/CMC-EnSpm	0
DF0000253	2237	137	LINE/L1	2
DF0000986	510	136	DNA/TcMar-Tigger	0
DF0000769	4191	136	LTR/ERVL	0
DF0000425	538	136	LTR/ERVL	0
DF0000271	1795	136	LINE/L1	0
DR0187859	293	135	LINE/L1	0
DF0001282	398	135	DNA	0
DF0000907	543	135	LTR/ERV1	0
DF0000895	930	135	DNA/hAT-Tip100	0
DF0000218	1745	135	DNA/TcMar-Tc2	2
DR0187850	280	134	LTR/ERVL-MaLR	0
DF0001241	376	134	DNA/TcMar-Tigger	0
DF0000518	758	134	LTR/ERVL	0
DR0187886	6894	133	LINE/L1	2
rnd-6_family-1627	138	132	Unknown	0
rnd-1_family-355	160	132	LTR/ERVL	0
rnd-1_family-272	279	132	Unknown	0
rnd-5_family-38	440	131	LTR/ERV1	0
DF0000314	2160	131	LINE/L1	2
DF0000254	2355	131	LINE/L1	2
rnd-6_family-361	162	130	DNA/hAT-Charlie	0
rnd-6_family-2142	560	130	LTR/ERVL	0
rnd-1_family-275	321	130	LTR/ERVK	0
DF0000690	80	130	DNA/TcMar-Mariner	0
DF0000519	701	130	LTR/ERVL	0
rnd-6_family-3558	649	129	SINE/tRNA	0
rnd-1_family-258	369	129	LTR/ERVK	0
DF0000985	709	128	LTR	0
rnd-1_family-320	78	127	Unknown	0
DF0000545	519	127	LTR/ERVL	0
rnd-6_family-9217	691	126	Unknown	0
rnd-6_family-5310	523	125	Unknown	0
rnd-1_family-79	85	125	SINE/tRNA	0
DF0001285	239	125	DNA/TcMar-Tigger	0
DF0000599	830	125	LTR/ERVL	0
DR0188050	196	123	Unknown	0
DF0001047	275	123	DNA/hAT-Tip100	0
DF0000955	636	123	LTR/ERV1	0
rnd-5_family-2134	198	121	DNA/hAT-Charlie	0
rnd-1_family-158	237	121	LTR/ERVK	0
DF0000934	700	121	LTR/ERVL	0
DF0001296	983	120	LTR	0
DF0000024	3378	120	DNA/hAT-Charlie	0
rnd-1_family-96	66	119	SINE/tRNA	0
DR0188098	175	119	DNA/hAT-Tip100	0
rnd-6_family-797	171	118	LTR/ERVL-MaLR	0
rnd-1_family-65	464	118	LINE/L1	0
DF0000853	732	118	DNA/TcMar-Tigger	1
DF0000849	1081	118	DNA/TcMar-Tigger	0
rnd-6_family-1731	458	115	Unknown	0
rnd-6_family-1323	153	115	DNA/TcMar-Tigger	0
DF0000117	422	115	LTR/ERVL	0
rnd-6_family-3022	569	114	Unknown	0
DF0001313	3051	114	DNA/hAT-Charlie	0
DF0000948	6801	114	LTR/ERV1	1
DF0000426	568	114	LTR/ERVL	0
rnd-6_family-2141	468	112	Unknown	0
DR0188049	161	112	LINE/L2	0
DF0000931	691	112	LTR/ERVL	0
DF0000723	449	112	DNA	0
rnd-1_family-120	236	111	LINE/L1	0
DR0187953	622	111	LTR/ERVL	0
DF0001147	550	111	DNA/TcMar-Tigger	0
DF0000603	702	111	LTR/Gypsy	0
DF0000984	3809	110	LINE/Dong-R4	1
DF0000369	1557	109	DNA/PiggyBac	2
DR0187930	6061	108	LINE/L1	4
DF0000584	1296	108	LTR/ERV1	0
DF0000072	363	108	DNA/hAT-Tip100	0
DR0187897	344	107	LTR/ERVL-MaLR	0
DR0187811	1559	107	LTR/ERVL	0
DF0000492	503	107	LTR/ERVL	0
rnd-1_family-295	102	106	LINE/L1	0
DR0187764	415	106	LTR/ERVL	0
DF0001219	173	106	DNA	0
DF0000987	969	106	LTR	0
DF0000827	324	106	DNA/TcMar-Tigger	0
DR0187911	419	105	LTR/ERVL	0
DF0000788	1581	105	DNA/hAT-Tip100	1
DF0000219	970	105	DNA/TcMar-Tc2	1
rnd-1_family-156	89	104	LINE/L1	0
DR0188027	458	104	LTR/ERV1	0
DR0187769	124	104	DNA	0
DF0000307	1089	104	LINE/L1	0
DF0000145	1683	104	DNA/hAT-Tip100	0
rnd-6_family-321	1462	103	LINE/I-Jockey	1
rnd-5_family-391	112	103	DNA/hAT-Charlie	0
DF0001049	508	103	DNA/hAT-Tip100	0
rnd-1_family-50	75	102	LTR/ERVK	0
DF0000611	624	102	LTR/ERVL	0
rnd-1_family-329	69	101	SINE/tRNA	0
DF0000741	868	101	LTR/ERVL	0
DR0188037	311	100	LINE/L2	0
DR0187782	5662	100	LINE/L1	4
DF0001298	449	100	DNA/hAT-Tip100	0
DF0001237	340	100	DNA/hAT	0
DF0000991	426	100	DNA/hAT-Tip100	0
DF0000908	661	100	LTR/ERV1	0
DF0000239	1625	100	LINE/L1	0
rnd-1_family-75	74	99	SINE/tRNA	0
rnd-1_family-128	72	99	LINE/L1	0
DF0001252	296	99	LINE/CR1	0
DF0001209	1038	99	DNA/hAT-Charlie	0
DF0000837	973	99	DNA/TcMar-Tigger	1
rnd-6_family-173	455	98	LTR/ERV1	0
rnd-1_family-130	67	98	LINE/L1	0
DR0188092	4524	98	LINE/L1	3
rnd-6_family-5217	405	97	LTR/ERV1	0
DR0188048	137	97	DNA/hAT-Blackjack	0
DR0187819	4976	97	LINE/L1	0
DF0001297	664	97	DNA/hAT-Tip100	0
DF0001281	955	97	DNA/TcMar-Tigger	1
DF0001162	891	97	DNA/TcMar-Tigger	0
DF0000711	314	97	DNA/hAT-Charlie	0
rnd-1_family-336	362	96	LTR/ERVK	0
DF0000104	748	96	DNA/hAT-Charlie	0
rnd-6_family-649	138	95	LINE/L2	0
rnd-6_family-10451	1304	95	rRNA	0
DR0188008	434	95	LTR/ERVL	0
DF0000705	491	95	LTR/ERV1	0
DF0000621	874	95	LTR	0
DF0000100	339	95	DNA/hAT-Charlie	0
DR0187972	142	94	DNA/CMC-EnSpm	0
DR0187822	178	94	LINE/L2	0
DF0001223	459	94	DNA/hAT	0
DF0000952	190	94	DNA/hAT-Tip100	0
rnd-5_family-508	502	93	DNA/TcMar-Tigger	0
rnd-1_family-64	65	93	SINE/tRNA	0
DF0000706	468	93	LTR/ERV1	0
DF0001199	1124	92	DNA/hAT-Charlie	0
rnd-6_family-1515	207	91	DNA/TcMar-Tigger	0
rnd-1_family-387	1417	90	LTR/ERV1	3
DF0000099	491	90	DNA/hAT-Charlie	0
rnd-1_family-167	1314	89	LINE/L1	2
DF0001299	2259	89	DNA/TcMar-Tigger	2
DF0000602	761	89	LTR/ERVL	0
rnd-5_family-122	273	88	LTR/ERV1	0
rnd-4_family-25	814	88	LTR/ERVK	0
rnd-1_family-191	149	88	LTR/ERVK	0
DF0001251	1574	88	DNA/TcMar-Tigger	1
DF0001106	439	88	DNA/Kolobok	0
DF0000240	1375	88	LINE/L1	2
DF0000089	224	88	DNA/hAT-Charlie	0
DR0187945	5812	87	LINE/L1	2
DF0001124	3592	87	DNA/hAT-Tip100	2
rnd-6_family-1993	631	86	LTR/ERV1	0
rnd-6_family-1406	417	86	LTR/ERVK	0
rnd-1_family-206	154	86	LINE/L1	0
DF0001335	3540	86	DNA/hAT-Tag1	1
DF0001245	362	86	DNA/hAT-Tip100	0
DF0001214	484	86	DNA	0
DF0001039	1735	86	LTR/ERVL-MaLR	0
DF0000547	3329	86	LTR/ERVL	0
DF0000086	1514	86	DNA/hAT-Charlie	0
DF0000920	531	85	LTR/ERVL	0
rnd-1_family-328	93	84	Unknown	0
DR0187736	524	84	LTR/ERV1	0
DF0001265	851	84	LINE/CR1	0
DF0001024	672	84	LTR/ERVL-MaLR	0
DF0000724	364	84	DNA/TcMar-Tigger	0
rnd-1_family-61	105	83	SINE/tRNA	0
rnd-1_family-23	130	83	SINE/tRNA	0
DF0000564	669	83	LTR/ERV1	0
DF0000377	851	83	LTR/ERVL	0
DR0187879	263	82	DNA/hAT-Charlie	0
DR0187753	667	82	LINE/L2	0
DF0001066	1869	82	rRNA	0
DF0000852	667	82	DNA/TcMar-Tigger	1
DF0000592	584	82	LTR/ERVL	0
rnd-6_family-925	300	81	LTR/ERVL-MaLR	0
DR0188023	418	81	LTR/ERVL	0
DR0187812	489	81	LTR/ERVL	0
DF0000998	305	81	DNA/hAT-Tip100	0
DF0000097	807	81	DNA/hAT-Charlie	0
DF0000070	177	81	DNA/hAT-Tip100	0
rnd-6_family-5102	330	80	Unknown	0
DR0187846	523	80	DNA/hAT-Charlie	0
DF0001309	647	80	DNA/TcMar-Tigger	0
DF0000968	831	80	DNA/hAT	0
DF0000108	2787	80	DNA/hAT-Charlie	0
DF0000091	342	80	DNA/hAT-Charlie	0
DF0000962	175	79	DNA/hAT-Tip100	0
DF0000138	562	79	DNA/TcMar	0
DR0187901	3233	78	Unknown	1
DF0001083	1386	77	Unknown	0
DF0000160	486	77	RC/Helitron	0
DF0000098	1213	77	DNA/hAT-Charlie	0
rnd-6_family-2791	180	76	DNA/TcMar-Tigger	0
DF0001146	1018	76	DNA/TcMar-Tigger	0
rnd-6_family-2002	433	75	LTR/Ngaro	0
DF0001148	189	75	DNA	0
DF0000380	1509	75	LTR/Gypsy	0
rnd-1_family-166	118	74	LTR/ERVK	0
DF0004193	1319	74	LINE/CR1	1
DF0000823	2475	74	DNA/TcMar-Tigger	3
DF0000382	708	74	LTR	0
rnd-5_family-2057	485	73	LTR/ERVK	0
rnd-4_family-198	233	73	LTR/ERVL-MaLR	0
DR0187745	6017	73	LINE/L1	4
DF0000220	754	73	DNA/TcMar-Tc2	1
rnd-6_family-359	588	72	LTR/ERVL-MaLR	0
rnd-6_family-2456	215	72	SINE/Alu	0
rnd-1_family-176	142	72	Unknown	0
DR0187762	527	72	LTR/ERV1	0
DR0187731	425	72	DNA/hAT-Charlie	0
rnd-6_family-1835	645	71	LTR/ERVK	0
rnd-1_family-214	237	71	LTR/ERVK	0
DR0187734	734	71	LTR/ERV1	0
DF0000988	216	71	DNA/hAT-Tip100	0
rnd-1_family-80	85	70	SINE/tRNA	0
DR0188041	228	70	Unknown	0
DF0001191	773	70	DNA/TcMar-Tigger	0
DF0000999	500	70	DNA/hAT-Tip100	0
DF0000600	780	70	LTR/ERVL	0
rnd-1_family-362	288	68	LINE/L1	0
rnd-1_family-29	118	68	SINE/tRNA	0
DF0001305	746	68	DNA/TcMar-Tigger	1
DF0000833	1188	68	DNA/TcMar-Tigger	2
DF0000223	609	68	DNA/TcMar-Tc2	0
rnd-6_family-2050	163	67	DNA/hAT-Blackjack	0
rnd-5_family-538	304	67	LTR/ERVL-MaLR	0
rnd-1_family-149	75	67	SINE/tRNA	0
DR0188006	424	67	LTR/ERVL	0
DF0000953	140	67	DNA/hAT-Tip100	0
DF0000850	1597	67	DNA/TcMar-Tigger	2
DF0000703	236	67	DNA/hAT-Charlie	0
rnd-5_family-66	281	66	LTR/ERVL-MaLR	0
DR0187778	6346	66	LINE/L1	5
DF0000691	784	66	LTR/Gypsy	0
DF0000543	421	66	LTR/ERVL	0
DF0000309	783	66	LINE/L1	0
DR0188019	827	65	LINE/L2	0
DF0001233	790	65	LTR/ERVL	0
DF0001140	393	65	DNA	0
DF0000550	548	65	LTR/ERVL	0
DF0000422	651	65	LTR/ERVL	0
DR0187959	959	64	DNA/hAT-Tip100	0
DF0001180	443	64	DNA	0
DF0000965	1049	64	DNA/hAT-Tip100	0
DF0000350	903	64	LINE/L1	1
rnd-5_family-105	313	63	LINE/L1	0
rnd-1_family-310	471	63	LTR/ERVK	0
rnd-1_family-173	970	63	LINE/L1	0
DF0000830	2673	63	DNA/TcMar-Tigger	3
DF0000376	829	63	LTR/ERVL	0
rnd-1_family-371	334	62	Unknown	0
DF0000514	584	62	LTR/ERVL	0
DF0000103	325	62	DNA/hAT-Charlie	0
rnd-1_family-137	82	61	LINE/L1	0
DF0000951	196	61	DNA/hAT-Tip100	0
